"sector_de_actividad_económica","anio","vab_pb","provincia"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2011","153815046.87458","CABA"
"Fabricación de papel y de  productos de papel","2011","493082816.35190","CABA"
"Edición e impresión; reproducción de grabaciones","2011","2776065489.20473","CABA"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2011","497645182.65257","CABA"
"Fabricación de sustancias y productos químicos","2011","3381677647.70360","CABA"
"Fabricación de productos de caucho y plástico","2011","528961018.98593","CABA"
"Fabricación de productos minerales no metálicos","2011","319346188.22531","CABA"
"Fabricación de metales comunes","2011","505428513.49185","CABA"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2011","682133826.92508","CABA"
"Fabricación de maquinaria y equipo n.c.p.","2011","1180373266.32467","CABA"
"Fabricación de maquinaria de oficina, contabilidad e informática","2011","221643785.61195","CABA"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2011","285906160.05270","CABA"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2011","370788633.41145","CABA"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2011","228264961.90723","CABA"
"Fabricación de vehículos automotores, remolques y semirremolques","2011","445040847.15411","CABA"
"Fabricación de equipo de transporte n.c.p.","2011","79162647.84176","CABA"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2011","710408953.53946","CABA"
"Reciclamiento","2011","16531478.06635","CABA"
"Reparación, mantenimiento e instalación de maquinas y equipos","2011","337240203.00874","CABA"
"Generación captación y distribución de energía eléctrica","2011","1290689224.37659","CABA"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2011","219230690.98879","CABA"
"Captación , depuración y distribución de agua","2011","472167775.51807","CABA"
"Construcción","2011","4475226128.33490","CABA"
"Comercio mayorista, minorista y reparaciones","2011","20030814931.15569","CABA"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2011","741510371.94738","CABA"
"Restaurantes, bares y cantinas","2011","2727617044.36091","CABA"
"Transporte","2011","5749121414.64903","CABA"
"Comunicaciones","2011","8399971548.75580","CABA"
"Intermediación financiera y otros servicios financieros","2011","9942060537.06519","CABA"
"Servicios de seguros","2011","2780049889.46654","CABA"
"Servicios auxiliares a la actividad financiera","2011","1266071586.05626","CABA"
"Propiedad de la vivienda","2011","5592822517.62154","CABA"
"Resto","2011","19055092840.77607","CABA"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2011","6588992556.05456","CABA"
"Enseñanza pública","2011","1808045691.50013","CABA"
"Enseñanza privada","2011","1604718030.02760","CABA"
"Salud pública","2011","1230853497.68438","CABA"
"Salud privada","2011","4613643773.77571","CABA"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2011","758661493.45761","CABA"
"Asociaciones","2011","2329195183.86537","CABA"
"Servicios culturales y deportivos. Otras actividades","2011","3501535314.24758","CABA"
"Servicio doméstico","2011","1170832563.16732","CABA"
"Agricultura, ganaderia, caza y servicios conexos","2012","177657016.46058","CABA"
"Silvicultura, extracción de madera y servicios conexos","2012","221806.76908","CABA"
"Pesca","2012","27105559.99095","CABA"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2012","664297520.57629","CABA"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2012","131656530.42779","CABA"
"Elaboración de productos alimenticios y bebidas","2012","2849543376.06356","CABA"
"Elaboración de productos de tabaco","2012","57190029.45324","CABA"
"Fabricación de productos textiles","2012","732896971.83929","CABA"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2012","1534119504.32730","CABA"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2012","566276379.99160","CABA"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2012","132633258.12976","CABA"
"Fabricación de papel y de  productos de papel","2012","458678787.10062","CABA"
"Edición e impresión; reproducción de grabaciones","2012","2551998722.67434","CABA"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2012","493147539.90041","CABA"
"Fabricación de sustancias y productos químicos","2012","3444872223.89831","CABA"
"Fabricación de productos de caucho y plástico","2012","513252314.45594","CABA"
"Fabricación de productos minerales no metálicos","2012","311121836.10050","CABA"
"Fabricación de metales comunes","2012","466885846.27527","CABA"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2012","621850993.32931","CABA"
"Fabricación de maquinaria y equipo n.c.p.","2012","1048411880.88580","CABA"
"Fabricación de maquinaria de oficina, contabilidad e informática","2012","193570639.49726","CABA"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2012","257494686.91065","CABA"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2012","391789271.34743","CABA"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2012","213002810.57574","CABA"
"Fabricación de vehículos automotores, remolques y semirremolques","2012","382207532.30732","CABA"
"Fabricación de equipo de transporte n.c.p.","2012","59270448.73621","CABA"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2012","653811521.31643","CABA"
"Reciclamiento","2012","10553443.84060","CABA"
"Reparación, mantenimiento e instalación de maquinas y equipos","2012","310776635.99300","CABA"
"Generación captación y distribución de energía eléctrica","2012","1295916655.65347","CABA"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2012","232933798.37383","CABA"
"Captación , depuración y distribución de agua","2012","496198975.94564","CABA"
"Construcción","2012","4429511001.71072","CABA"
"Comercio mayorista, minorista y reparaciones","2012","18982305442.32472","CABA"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2012","712071088.47549","CABA"
"Restaurantes, bares y cantinas","2012","2689898619.60418","CABA"
"Transporte","2012","5269480893.27425","CABA"
"Comunicaciones","2012","8554706028.69853","CABA"
"Intermediación financiera y otros servicios financieros","2012","10518231122.61161","CABA"
"Servicios de seguros","2012","2882512525.61247","CABA"
"Servicios auxiliares a la actividad financiera","2012","1292950096.17872","CABA"
"Propiedad de la vivienda","2012","5667528286.47323","CABA"
"Resto","2012","18564597444.21130","CABA"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2012","6625582936.86333","CABA"
"Enseñanza pública","2012","1905479860.41191","CABA"
"Enseñanza privada","2012","1602028908.07823","CABA"
"Salud pública","2012","1278774826.99450","CABA"
"Salud privada","2012","4914209446.74235","CABA"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2012","734356695.39541","CABA"
"Asociaciones","2012","2331461489.62477","CABA"
"Servicios culturales y deportivos. Otras actividades","2012","3512777217.88346","CABA"
"Servicio doméstico","2012","1214543849.19077","CABA"
"Agricultura, ganaderia, caza y servicios conexos","2013","194401844.66988","CABA"
"Silvicultura, extracción de madera y servicios conexos","2013","216305.07896","CABA"
"Pesca","2013","24631831.55707","CABA"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2013","658361061.37387","CABA"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2013","101085114.02187","CABA"
"Elaboración de productos alimenticios y bebidas","2013","2733311021.42268","CABA"
"Elaboración de productos de tabaco","2013","54304765.73343","CABA"
"Fabricación de productos textiles","2013","701653623.14067","CABA"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2013","1558814415.92887","CABA"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2013","544643566.09100","CABA"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2013","137327081.35961","CABA"
"Fabricación de papel y de  productos de papel","2013","481552717.49568","CABA"
"Edición e impresión; reproducción de grabaciones","2013","2576245154.13031","CABA"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2013","442809545.91870","CABA"
"Fabricación de sustancias y productos químicos","2013","3398558758.73552","CABA"
"Fabricación de productos de caucho y plástico","2013","477446875.37774","CABA"
"Fabricación de productos minerales no metálicos","2013","345591616.65675","CABA"
"Fabricación de metales comunes","2013","477805600.43075","CABA"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2013","516849405.22366","CABA"
"Fabricación de maquinaria y equipo n.c.p.","2013","1048426964.40848","CABA"
"Fabricación de maquinaria de oficina, contabilidad e informática","2013","193674729.82360","CABA"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2013","252661350.95982","CABA"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2013","353888242.79261","CABA"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2013","197475922.09954","CABA"
"Fabricación de vehículos automotores, remolques y semirremolques","2013","378821168.26481","CABA"
"Fabricación de equipo de transporte n.c.p.","2013","72172868.44826","CABA"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2013","607120116.03246","CABA"
"Reciclamiento","2013","7706290.40175","CABA"
"Reparación, mantenimiento e instalación de maquinas y equipos","2013","307650819.60427","CABA"
"Generación captación y distribución de energía eléctrica","2013","1291431319.88493","CABA"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2013","215952704.71513","CABA"
"Captación , depuración y distribución de agua","2013","508427861.78671","CABA"
"Construcción","2013","4447640228.64023","CABA"
"Comercio mayorista, minorista y reparaciones","2013","18691485706.08037","CABA"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2013","739638730.91233","CABA"
"Restaurantes, bares y cantinas","2013","2591329535.72813","CABA"
"Transporte","2013","5285806989.69518","CABA"
"Comunicaciones","2013","8643206198.08398","CABA"
"Intermediación financiera y otros servicios financieros","2013","10694618693.99759","CABA"
"Servicios de seguros","2013","2973912205.57303","CABA"
"Servicios auxiliares a la actividad financiera","2013","1342080914.29187","CABA"
"Propiedad de la vivienda","2013","5718199569.67875","CABA"
"Resto","2013","18465712231.81702","CABA"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2013","6897280856.56630","CABA"
"Enseñanza pública","2013","1902917633.91677","CABA"
"Enseñanza privada","2013","1620157173.63974","CABA"
"Salud pública","2013","1342877249.25087","CABA"
"Salud privada","2013","5069841393.51205","CABA"
