"sector_de_actividad_económica","anio","vab_pb","provincia"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2015","171888337.34150","Jujuy"
"Elaboración de productos alimenticios y bebidas","2015","229618376.71191","Jujuy"
"Elaboración de productos de tabaco","2015","39109995.62727","Jujuy"
"Fabricación de productos textiles","2015","2264003.25997","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2015","22735637.81040","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2015","4368639.39877","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2015","23709788.16679","Jujuy"
"Fabricación de papel y de  productos de papel","2015","198492162.94984","Jujuy"
"Edición e impresión; reproducción de grabaciones","2015","16221194.09583","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2015","688833.40657","Jujuy"
"Fabricación de sustancias y productos químicos","2015","5674533.35494","Jujuy"
"Fabricación de productos de caucho y plástico","2015","748832.69009","Jujuy"
"Fabricación de productos minerales no metálicos","2015","154180744.70434","Jujuy"
"Fabricación de metales comunes","2015","61990407.43281","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2015","35964718.48265","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2015","4939400.87289","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2015","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2015","603087.24797","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2015","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2015","2607862.51485","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2015","1160539.07988","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2015","9443.12916","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2015","45384554.38951","Jujuy"
"Reciclamiento","2015","139357.57664","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2015","2166092.24444","Jujuy"
"Generación captación y distribución de energía eléctrica","2015","62890004.67492","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2015","11693677.56060","Jujuy"
"Captación , depuración y distribución de agua","2015","20756784.56146","Jujuy"
"Construcción","2015","212247985.06922","Jujuy"
"Comercio mayorista, minorista y reparaciones","2015","780382422.03715","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2015","19048078.58016","Jujuy"
"Restaurantes, bares y cantinas","2015","98748344.80170","Jujuy"
"Transporte","2015","220092342.06453","Jujuy"
"Comunicaciones","2015","700480840.36075","Jujuy"
"Intermediación financiera y otros servicios financieros","2015","110057975.80619","Jujuy"
"Servicios de seguros","2015","31921295.36373","Jujuy"
"Servicios auxiliares a la actividad financiera","2015","7318925.56968","Jujuy"
"Propiedad de la vivienda","2015","281393098.02860","Jujuy"
"Resto","2015","334415284.03788","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2015","636172422.02048","Jujuy"
"Enseñanza pública","2015","358037058.50618","Jujuy"
"Enseñanza privada","2015","40988557.83377","Jujuy"
"Salud pública","2015","146917404.41992","Jujuy"
"Salud privada","2015","111402476.36561","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2015","10923250.21708","Jujuy"
"Asociaciones","2015","40809449.16503","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2015","57810064.79226","Jujuy"
"Servicio doméstico","2015","27458717.87186","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2016","346016417.94913","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2016","25882811.25186","Jujuy"
"Pesca","2016","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2016","3964165.88884","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2016","295895898.62578","Jujuy"
"Elaboración de productos alimenticios y bebidas","2016","221562671.59643","Jujuy"
"Elaboración de productos de tabaco","2016","35648147.22908","Jujuy"
"Fabricación de productos textiles","2016","1782009.87822","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2016","17908745.17237","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2016","3737244.89712","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2016","21453013.22247","Jujuy"
"Fabricación de papel y de  productos de papel","2016","80204037.00055","Jujuy"
"Edición e impresión; reproducción de grabaciones","2016","16338431.20499","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2016","664442.57518","Jujuy"
"Fabricación de sustancias y productos químicos","2016","4678529.31288","Jujuy"
"Fabricación de productos de caucho y plástico","2016","585738.35309","Jujuy"
"Fabricación de productos minerales no metálicos","2016","135656373.62061","Jujuy"
"Fabricación de metales comunes","2016","51843398.01254","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2016","25028351.91615","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2016","5299657.35553","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2016","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2016","476111.56592","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2016","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2016","1688191.14838","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2016","878391.64368","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2016","6818.63018","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2016","37886187.81908","Jujuy"
"Reciclamiento","2016","135337.95929","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2016","2179308.73098","Jujuy"
"Generación captación y distribución de energía eléctrica","2016","61569417.82511","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2016","11642188.02823","Jujuy"
"Captación , depuración y distribución de agua","2016","20458191.52662","Jujuy"
"Construcción","2016","184604234.27857","Jujuy"
"Comercio mayorista, minorista y reparaciones","2016","644687214.02910","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2016","18886061.87321","Jujuy"
"Restaurantes, bares y cantinas","2016","101663783.42404","Jujuy"
"Transporte","2016","238834067.67778","Jujuy"
"Comunicaciones","2016","752300982.09066","Jujuy"
"Intermediación financiera y otros servicios financieros","2016","99597156.40260","Jujuy"
"Servicios de seguros","2016","30708615.88096","Jujuy"
"Servicios auxiliares a la actividad financiera","2016","6842378.49986","Jujuy"
"Propiedad de la vivienda","2016","286422989.02102","Jujuy"
"Resto","2016","310589079.99018","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2016","652896619.74206","Jujuy"
"Enseñanza pública","2016","354381061.20061","Jujuy"
"Enseñanza privada","2016","41035210.73043","Jujuy"
"Salud pública","2016","150317512.58185","Jujuy"
"Salud privada","2016","117220848.10346","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2016","10845117.30305","Jujuy"
"Asociaciones","2016","41033583.38836","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2016","56104734.97414","Jujuy"
"Servicio doméstico","2016","27351063.24127","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2017","371947678.28897","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2017","18651616.14831","Jujuy"
"Pesca","2017","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2017","4203029.38097","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2017","309014194.31095","Jujuy"
"Elaboración de productos alimenticios y bebidas","2017","221834426.84440","Jujuy"
"Elaboración de productos de tabaco","2017","42684783.51644","Jujuy"
"Fabricación de productos textiles","2017","1678567.97449","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2017","15345218.28402","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2017","3292626.38692","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2017","23314185.19548","Jujuy"
"Fabricación de papel y de  productos de papel","2017","45552596.73935","Jujuy"
"Edición e impresión; reproducción de grabaciones","2017","17770932.23327","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2017","844249.73261","Jujuy"
"Fabricación de sustancias y productos químicos","2017","3786422.26448","Jujuy"
"Fabricación de productos de caucho y plástico","2017","618645.27022","Jujuy"
"Fabricación de productos minerales no metálicos","2017","146787777.15341","Jujuy"
"Fabricación de metales comunes","2017","53693833.65308","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2017","24324918.50177","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2017","6857256.89272","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2017","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2017","480319.29578","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2017","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2017","1813167.01005","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2017","1053189.96809","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2017","9741.21127","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2017","42879236.61965","Jujuy"
"Reciclamiento","2017","155248.84046","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2017","2614317.07654","Jujuy"
"Generación captación y distribución de energía eléctrica","2017","62400342.11831","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2017","11875389.13494","Jujuy"
"Captación , depuración y distribución de agua","2017","19838727.93395","Jujuy"
"Construcción","2017","222779270.67901","Jujuy"
"Comercio mayorista, minorista y reparaciones","2017","649209093.50559","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2017","17269011.05134","Jujuy"
"Restaurantes, bares y cantinas","2017","110880009.73886","Jujuy"
"Transporte","2017","247250143.15735","Jujuy"
"Comunicaciones","2017","755224923.43288","Jujuy"
"Intermediación financiera y otros servicios financieros","2017","104985601.05671","Jujuy"
"Servicios de seguros","2017","30091185.93067","Jujuy"
"Servicios auxiliares a la actividad financiera","2017","7503007.66480","Jujuy"
"Propiedad de la vivienda","2017","291420864.19679","Jujuy"
"Resto","2017","340646445.53441","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2017","706005677.27036","Jujuy"
"Enseñanza pública","2017","334938598.21418","Jujuy"
"Enseñanza privada","2017","42788275.81701","Jujuy"
"Salud pública","2017","150237662.06264","Jujuy"
"Salud privada","2017","120386921.76225","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2017","11068001.68295","Jujuy"
"Asociaciones","2017","41099593.66991","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2017","59743985.44054","Jujuy"
"Servicio doméstico","2017","26689276.15014","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2018","334931772.83334","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2018","19754976.91829","Jujuy"
"Pesca","2018","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2018","3943286.61218","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2018","260289695.11029","Jujuy"
"Elaboración de productos alimenticios y bebidas","2018","211643112.25594","Jujuy"
"Elaboración de productos de tabaco","2018","40978890.08827","Jujuy"
"Fabricación de productos textiles","2018","1421355.18305","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2018","13808248.46861","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2018","3675901.38231","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2018","22324980.88390","Jujuy"
"Fabricación de papel y de  productos de papel","2018","42402190.87474","Jujuy"
"Edición e impresión; reproducción de grabaciones","2018","16740560.56219","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2018","1031634.97172","Jujuy"
"Fabricación de sustancias y productos químicos","2018","3715819.82573","Jujuy"
"Fabricación de productos de caucho y plástico","2018","518861.89780","Jujuy"
"Fabricación de productos minerales no metálicos","2018","159527633.09564","Jujuy"
"Fabricación de metales comunes","2018","48539193.44123","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2018","22620840.76263","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2018","4502112.48583","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2018","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2018","401044.27387","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2018","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2018","1753029.53797","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2018","1087334.77520","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2018","5443.50660","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2018","30428526.11387","Jujuy"
"Reciclamiento","2018","143143.92791","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2018","2022525.81600","Jujuy"
"Generación captación y distribución de energía eléctrica","2018","61445987.52122","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2018","12668852.45368","Jujuy"
"Captación , depuración y distribución de agua","2018","20343733.23057","Jujuy"
"Construcción","2018","260008666.32379","Jujuy"
"Comercio mayorista, minorista y reparaciones","2018","634281913.57259","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2018","18389066.94112","Jujuy"
"Restaurantes, bares y cantinas","2018","120254983.30035","Jujuy"
"Transporte","2018","237534720.68600","Jujuy"
"Comunicaciones","2018","763666275.92294","Jujuy"
"Intermediación financiera y otros servicios financieros","2018","125316656.94434","Jujuy"
"Servicios de seguros","2018","31176830.52068","Jujuy"
"Servicios auxiliares a la actividad financiera","2018","7521641.17612","Jujuy"
"Propiedad de la vivienda","2018","296478646.84707","Jujuy"
"Resto","2018","344259533.19524","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2018","679685980.98977","Jujuy"
"Enseñanza pública","2018","329538694.83072","Jujuy"
"Enseñanza privada","2018","44116977.85930","Jujuy"
"Salud pública","2018","145221732.06662","Jujuy"
"Salud privada","2018","119476675.80187","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2018","13382606.72859","Jujuy"
"Asociaciones","2018","59279034.63694","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2018","61019891.43245","Jujuy"
"Servicio doméstico","2018","27000205.21209","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2019","346704353.79933","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2019","16156493.69540","Jujuy"
"Pesca","2019","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2019","3654274.85114","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2019","244138355.17758","Jujuy"
"Elaboración de productos alimenticios y bebidas","2019","200083366.77954","Jujuy"
"Elaboración de productos de tabaco","2019","39803213.17046","Jujuy"
"Fabricación de productos textiles","2019","1376373.29484","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2019","11716488.81373","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2019","3736867.70437","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2019","23559949.67880","Jujuy"
"Fabricación de papel y de  productos de papel","2019","147868262.07476","Jujuy"
"Edición e impresión; reproducción de grabaciones","2019","16704725.09583","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2019","1272715.73917","Jujuy"
"Fabricación de sustancias y productos químicos","2019","4067611.64706","Jujuy"
"Fabricación de productos de caucho y plástico","2019","479756.89902","Jujuy"
"Fabricación de productos minerales no metálicos","2019","146248248.03459","Jujuy"
"Fabricación de metales comunes","2019","35830576.38261","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2019","26144251.55292","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2019","3633650.51135","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2019","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2019","308667.71630","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2019","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2019","1744555.90738","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2019","724683.30334","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2019","2706.56764","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2019","24639745.13398","Jujuy"
"Reciclamiento","2019","128565.64966","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2019","1731293.07046","Jujuy"
"Generación captación y distribución de energía eléctrica","2019","56438330.73050","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2019","10080244.22293","Jujuy"
"Captación , depuración y distribución de agua","2019","21032396.00871","Jujuy"
"Construcción","2019","266324638.74090","Jujuy"
"Comercio mayorista, minorista y reparaciones","2019","643409789.00087","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2019","18190095.00986","Jujuy"
"Restaurantes, bares y cantinas","2019","125624268.20981","Jujuy"
"Transporte","2019","237162934.43809","Jujuy"
"Comunicaciones","2019","750337971.74606","Jujuy"
"Intermediación financiera y otros servicios financieros","2019","87990613.37850","Jujuy"
"Servicios de seguros","2019","31321369.09367","Jujuy"
"Servicios auxiliares a la actividad financiera","2019","6536680.73107","Jujuy"
"Propiedad de la vivienda","2019","302459200.63330","Jujuy"
"Resto","2019","343169093.19922","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2019","739043666.71979","Jujuy"
"Enseñanza pública","2019","329968759.43290","Jujuy"
"Enseñanza privada","2019","43587116.17190","Jujuy"
"Salud pública","2019","138312115.19630","Jujuy"
"Salud privada","2019","118845409.47369","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2019","15194979.78566","Jujuy"
"Asociaciones","2019","57704317.93553","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2019","60759857.39164","Jujuy"
"Servicio doméstico","2019","28399618.43804","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2020","332740009.38240","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2020","13383342.02928","Jujuy"
"Pesca","2020","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2020","5047843.11585","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2020","132759476.99593","Jujuy"
"Elaboración de productos alimenticios y bebidas","2020","211117411.36310","Jujuy"
"Elaboración de productos de tabaco","2020","46568956.50727","Jujuy"
"Fabricación de productos textiles","2020","894500.46541","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2020","5728858.20547","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2020","1818926.97651","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2020","24635297.55500","Jujuy"
"Fabricación de papel y de  productos de papel","2020","194027097.29106","Jujuy"
"Edición e impresión; reproducción de grabaciones","2020","16105579.49633","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2020","936471.65177","Jujuy"
"Fabricación de sustancias y productos químicos","2020","3506208.88016","Jujuy"
"Fabricación de productos de caucho y plástico","2020","415727.43059","Jujuy"
"Fabricación de productos minerales no metálicos","2020","131635390.03939","Jujuy"
"Fabricación de metales comunes","2020","25032912.26778","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2020","26316056.42652","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2020","4007993.07916","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2020","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2020","170450.36305","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2020","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2020","1405326.29675","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2020","481747.39764","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2020","1246.08274","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2020","22046316.03103","Jujuy"
"Reciclamiento","2020","111126.62159","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2020","1727771.15074","Jujuy"
"Generación captación y distribución de energía eléctrica","2020","57988377.00468","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2020","9369410.79456","Jujuy"
"Captación , depuración y distribución de agua","2020","22514276.83060","Jujuy"
"Construcción","2020","193940068.70340","Jujuy"
"Comercio mayorista, minorista y reparaciones","2020","668531622.84423","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2020","5523213.87235","Jujuy"
"Restaurantes, bares y cantinas","2020","71898623.03648","Jujuy"
"Transporte","2020","167559006.20258","Jujuy"
"Comunicaciones","2020","721677518.14948","Jujuy"
"Intermediación financiera y otros servicios financieros","2020","82317059.09053","Jujuy"
"Servicios de seguros","2020","31865702.42074","Jujuy"
"Servicios auxiliares a la actividad financiera","2020","8615073.33110","Jujuy"
"Propiedad de la vivienda","2020","306623263.22926","Jujuy"
"Resto","2020","320302360.95641","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2020","679020374.63086","Jujuy"
"Enseñanza pública","2020","285554666.04518","Jujuy"
"Enseñanza privada","2020","40140304.43730","Jujuy"
"Salud pública","2020","137332140.05592","Jujuy"
"Salud privada","2020","102420214.11493","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2020","14230554.36807","Jujuy"
"Asociaciones","2020","40827178.43038","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2020","27943092.54830","Jujuy"
"Servicio doméstico","2020","23168527.05540","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2021","349037070.20714","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2021","12257791.78391","Jujuy"
"Pesca","2021","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2021","5003930.38016","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2021","268050100.89200","Jujuy"
"Elaboración de productos alimenticios y bebidas","2021","218724116.92760","Jujuy"
"Elaboración de productos de tabaco","2021","44394798.94673","Jujuy"
"Fabricación de productos textiles","2021","1353532.60815","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2021","13609790.96933","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2021","3546301.36108","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2021","22986872.06560","Jujuy"
"Fabricación de papel y de  productos de papel","2021","204469607.19643","Jujuy"
"Edición e impresión; reproducción de grabaciones","2021","15845044.16022","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2021","1086770.42798","Jujuy"
"Fabricación de sustancias y productos químicos","2021","5020257.69849","Jujuy"
"Fabricación de productos de caucho y plástico","2021","542231.80337","Jujuy"
"Fabricación de productos minerales no metálicos","2021","167629626.81964","Jujuy"
"Fabricación de metales comunes","2021","33161245.35519","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2021","40544574.77472","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2021","7016564.02456","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2021","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2021","213979.20122","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2021","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2021","1721663.69905","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2021","1017904.52578","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2021","2844.22565","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2021","22056616.43699","Jujuy"
"Reciclamiento","2021","150706.84420","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2021","2683962.69556","Jujuy"
"Generación captación y distribución de energía eléctrica","2021","60794876.73681","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2021","9755591.85405","Jujuy"
"Captación , depuración y distribución de agua","2021","22875514.65706","Jujuy"
"Construcción","2021","312577076.46706","Jujuy"
"Comercio mayorista, minorista y reparaciones","2021","751960112.08177","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2021","11227709.26563","Jujuy"
"Restaurantes, bares y cantinas","2021","96441814.63165","Jujuy"
"Transporte","2021","189940818.23390","Jujuy"
"Comunicaciones","2021","729915298.22781","Jujuy"
"Intermediación financiera y otros servicios financieros","2021","77661326.67245","Jujuy"
"Servicios de seguros","2021","31835269.51097","Jujuy"
"Servicios auxiliares a la actividad financiera","2021","9773641.13874","Jujuy"
"Propiedad de la vivienda","2021","312071872.85332","Jujuy"
"Resto","2021","389024223.43261","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2021","686383697.86771","Jujuy"
"Enseñanza pública","2021","308183175.26574","Jujuy"
"Enseñanza privada","2021","42474836.65894","Jujuy"
"Salud pública","2021","145182936.63739","Jujuy"
"Salud privada","2021","120809099.99718","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2021","16113163.58689","Jujuy"
"Asociaciones","2021","52430631.39958","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2021","41612974.41930","Jujuy"
"Servicio doméstico","2021","24226143.32696","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2022","304326238.88844","Jujuy"
"Silvicultura, extracción de madera y servicios conexos","2022","9653800.62374","Jujuy"
"Pesca","2022","0.00000","Jujuy"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2022","3351738.88871","Jujuy"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2022","567575214.38712","Jujuy"
"Elaboración de productos alimenticios y bebidas","2022","214703675.14629","Jujuy"
"Elaboración de productos de tabaco","2022","43174567.55567","Jujuy"
